meter_id,date,cluster_id
22,2018-03-06,4
23,2018-03-06,0
0,2018-03-07,3
1,2018-03-07,3
2,2018-03-07,2
3,2018-03-07,1
4,2018-03-07,4
5,2018-03-07,4
6,2018-03-07,1
7,2018-03-07,3
8,2018-03-07,3
9,2018-03-07,1
10,2018-03-07,4
11,2018-03-07,3
12,2018-03-07,3
13,2018-03-07,0
14,2018-03-07,3
15,2018-03-07,0
16,2018-03-07,0
17,2018-03-07,1
18,2018-03-07,2
19,2018-03-07,3
20,2018-03-07,0
21,2018-03-07,0
22,2018-03-07,4
23,2018-03-07,0
0,2018-03-08,3
1,2018-03-08,3
2,2018-03-08,2
3,2018-03-08,1
4,2018-03-08,4
5,2018-03-08,4
6,2018-03-08,1
7,2018-03-08,2
8,2018-03-08,2
9,2018-03-08,1
10,2018-03-08,4
11,2018-03-08,3
12,2018-03-08,3
13,2018-03-08,3
14,2018-03-08,2
15,2018-03-08,0
16,2018-03-08,3
17,2018-03-08,1
18,2018-03-08,2
19,2018-03-08,3
20,2018-03-08,0
21,2018-03-08,3
22,2018-03-08,3
23,2018-03-08,2
0,2018-03-09,3
1,2018-03-09,3
2,2018-03-09,2
3,2018-03-09,1
4,2018-03-09,4
5,2018-03-09,4
6,2018-03-09,1
7,2018-03-09,0
8,2018-03-09,2
9,2018-03-09,1
10,2018-03-09,0
11,2018-03-09,3
12,2018-03-09,3
13,2018-03-09,4
14,2018-03-09,2
15,2018-03-09,0
16,2018-03-09,3
17,2018-03-09,1
18,2018-03-09,2
19,2018-03-09,3
20,2018-03-09,0
21,2018-03-09,0
22,2018-03-09,4
23,2018-03-09,0
0,2018-03-10,3
1,2018-03-10,4
2,2018-03-10,0
3,2018-03-10,1
4,2018-03-10,2
5,2018-03-10,4
6,2018-03-10,4
7,2018-03-10,0
8,2018-03-10,0
9,2018-03-10,0
10,2018-03-10,0
11,2018-03-10,0
12,2018-03-10,0
13,2018-03-10,0
14,2018-03-10,0
15,2018-03-10,0
16,2018-03-10,0
17,2018-03-10,4
18,2018-03-10,2
19,2018-03-10,0
20,2018-03-10,0
21,2018-03-10,0
22,2018-03-10,3
23,2018-03-10,0
0,2018-03-11,0
1,2018-03-11,0
2,2018-03-11,0
3,2018-03-11,1
4,2018-03-11,2
5,2018-03-11,4
6,2018-03-11,0
7,2018-03-11,4
8,2018-03-11,0
9,2018-03-11,0
10,2018-03-11,0
11,2018-03-11,0
12,2018-03-11,0
13,2018-03-11,0
14,2018-03-11,0
15,2018-03-11,0
16,2018-03-11,0
17,2018-03-11,4
18,2018-03-11,2
19,2018-03-11,0
20,2018-03-11,0
21,2018-03-11,0
22,2018-03-11,0
23,2018-03-11,0
0,2018-03-12,3
1,2018-03-12,3
2,2018-03-12,3
3,2018-03-12,1
4,2018-03-12,4
5,2018-03-12,4
6,2018-03-12,1
7,2018-03-12,3
8,2018-03-12,3
9,2018-03-12,1
10,2018-03-12,4
11,2018-03-12,3
12,2018-03-12,3
13,2018-03-12,4
14,2018-03-12,3
15,2018-03-12,0
16,2018-03-12,0
17,2018-03-12,1
18,2018-03-12,2
19,2018-03-12,3
20,2018-03-12,4
21,2018-03-12,0
22,2018-03-12,4
23,2018-03-12,0
0,2018-03-13,3
1,2018-03-13,3
2,2018-03-13,3
3,2018-03-13,1
4,2018-03-13,4
5,2018-03-13,4
6,2018-03-13,1
7,2018-03-13,3
8,2018-03-13,2
9,2018-03-13,1
10,2018-03-13,1
11,2018-03-13,3
12,2018-03-13,3
13,2018-03-13,4
14,2018-03-13,3
15,2018-03-13,0
16,2018-03-13,0
17,2018-03-13,1
18,2018-03-13,2
19,2018-03-13,3
20,2018-03-13,0
21,2018-03-13,4
22,2018-03-13,4
23,2018-03-13,0
0,2018-03-14,2
1,2018-03-14,3
2,2018-03-14,2
3,2018-03-14,1
4,2018-03-14,4
5,2018-03-14,4
6,2018-03-14,1
7,2018-03-14,3
8,2018-03-14,2
9,2018-03-14,1
10,2018-03-14,4
11,2018-03-14,3
12,2018-03-14,3
13,2018-03-14,3
14,2018-03-14,2
15,2018-03-14,0
16,2018-03-14,2
17,2018-03-14,1
18,2018-03-14,2
19,2018-03-14,3
20,2018-03-14,0
21,2018-03-14,0
22,2018-03-14,3
23,2018-03-14,2
0,2018-03-15,3
1,2018-03-15,3
2,2018-03-15,3
3,2018-03-15,4
4,2018-03-15,4
5,2018-03-15,4
6,2018-03-15,1
7,2018-03-15,3
8,2018-03-15,0
9,2018-03-15,1
10,2018-03-15,4
11,2018-03-15,3
12,2018-03-15,3
13,2018-03-15,4
14,2018-03-15,3
15,2018-03-15,0
16,2018-03-15,0
17,2018-03-15,1
18,2018-03-15,2
19,2018-03-15,3
20,2018-03-15,0
21,2018-03-15,0
22,2018-03-15,4
23,2018-03-15,0
0,2018-03-16,3
1,2018-03-16,3
2,2018-03-16,2
3,2018-03-16,1
4,2018-03-16,4
5,2018-03-16,4
6,2018-03-16,1
7,2018-03-16,3
8,2018-03-16,2
9,2018-03-16,1
10,2018-03-16,4
11,2018-03-16,3
12,2018-03-16,3
13,2018-03-16,3
14,2018-03-16,2
15,2018-03-16,0
16,2018-03-16,3
17,2018-03-16,1
18,2018-03-16,2
19,2018-03-16,3
20,2018-03-16,2
21,2018-03-16,0
22,2018-03-16,4
23,2018-03-16,2
0,2018-03-17,0
1,2018-03-17,0
2,2018-03-17,0
3,2018-03-17,1
4,2018-03-17,2
5,2018-03-17,4
6,2018-03-17,3
7,2018-03-17,0
8,2018-03-17,0
9,2018-03-17,0
10,2018-03-17,2
11,2018-03-17,0
12,2018-03-17,0
13,2018-03-17,0
14,2018-03-17,0
15,2018-03-17,0
16,2018-03-17,0
17,2018-03-17,1
18,2018-03-17,2
19,2018-03-17,0
20,2018-03-17,0
21,2018-03-17,0
22,2018-03-17,0
23,2018-03-17,0
0,2018-03-18,3
1,2018-03-18,0
2,2018-03-18,3
3,2018-03-18,1
4,2018-03-18,2
5,2018-03-18,1
6,2018-03-18,0
7,2018-03-18,3
8,2018-03-18,2
9,2018-03-18,0
10,2018-03-18,2
11,2018-03-18,0
12,2018-03-18,0
13,2018-03-18,0
14,2018-03-18,0
15,2018-03-18,0
16,2018-03-18,0
17,2018-03-18,4
18,2018-03-18,2
19,2018-03-18,0
20,2018-03-18,2
21,2018-03-18,0
22,2018-03-18,3
23,2018-03-18,2
0,2018-03-19,3
1,2018-03-19,3
2,2018-03-19,2
3,2018-03-19,4
4,2018-03-19,4
5,2018-03-19,4
6,2018-03-19,1
7,2018-03-19,3
8,2018-03-19,2
9,2018-03-19,1
10,2018-03-19,4
11,2018-03-19,3
12,2018-03-19,3
13,2018-03-19,4
14,2018-03-19,3
15,2018-03-19,0
16,2018-03-19,3
17,2018-03-19,1
18,2018-03-19,2
19,2018-03-19,3
20,2018-03-19,0
21,2018-03-19,3
22,2018-03-19,0
23,2018-03-19,2
0,2018-03-20,3
1,2018-03-20,3
2,2018-03-20,2
3,2018-03-20,1
4,2018-03-20,4
5,2018-03-20,4
6,2018-03-20,1
7,2018-03-20,3
8,2018-03-20,2
9,2018-03-20,1
10,2018-03-20,4
11,2018-03-20,3
12,2018-03-20,3
13,2018-03-20,3
14,2018-03-20,2
15,2018-03-20,0
16,2018-03-20,2
17,2018-03-20,1
18,2018-03-20,2
19,2018-03-20,2
20,2018-03-20,0
21,2018-03-20,3
22,2018-03-20,4
23,2018-03-20,2
0,2018-03-21,2
1,2018-03-21,3
2,2018-03-21,2
3,2018-03-21,1
4,2018-03-21,4
5,2018-03-21,4
6,2018-03-21,1
7,2018-03-21,3
8,2018-03-21,2
9,2018-03-21,1
10,2018-03-21,4
11,2018-03-21,3
12,2018-03-21,0
13,2018-03-21,3
14,2018-03-21,3
15,2018-03-21,0
16,2018-03-21,3
17,2018-03-21,1
18,2018-03-21,2
19,2018-03-21,3
20,2018-03-21,0
21,2018-03-21,0
22,2018-03-21,3
23,2018-03-21,0
0,2018-03-22,3
1,2018-03-22,3
2,2018-03-22,2
3,2018-03-22,1
4,2018-03-22,4
5,2018-03-22,4
6,2018-03-22,1
7,2018-03-22,3
8,2018-03-22,2
9,2018-03-22,1
10,2018-03-22,4
11,2018-03-22,3
12,2018-03-22,3
13,2018-03-22,3
14,2018-03-22,3
15,2018-03-22,0
16,2018-03-22,3
17,2018-03-22,1
18,2018-03-22,2
19,2018-03-22,3
20,2018-03-22,0
21,2018-03-22,3
22,2018-03-22,0
23,2018-03-22,2
0,2018-03-23,3
1,2018-03-23,3
2,2018-03-23,2
3,2018-03-23,1
4,2018-03-23,4
5,2018-03-23,4
6,2018-03-23,1
7,2018-03-23,4
8,2018-03-23,2
9,2018-03-23,1
10,2018-03-23,4
11,2018-03-23,3
12,2018-03-23,3
13,2018-03-23,3
14,2018-03-23,2
15,2018-03-23,0
16,2018-03-23,2
17,2018-03-23,1
18,2018-03-23,2
19,2018-03-23,3
20,2018-03-23,0
21,2018-03-23,3
22,2018-03-23,4
23,2018-03-23,2
0,2018-03-24,3
1,2018-03-24,0
2,2018-03-24,2
3,2018-03-24,1
4,2018-03-24,2
5,2018-03-24,4
6,2018-03-24,2
7,2018-03-24,3
8,2018-03-24,2
9,2018-03-24,2
10,2018-03-24,2
11,2018-03-24,3
12,2018-03-24,0
13,2018-03-24,3
14,2018-03-24,3
15,2018-03-24,0
16,2018-03-24,3
17,2018-03-24,4
18,2018-03-24,2
19,2018-03-24,3
20,2018-03-24,2
21,2018-03-24,0
22,2018-03-24,2
23,2018-03-24,2
0,2018-03-25,3
1,2018-03-25,4
2,2018-03-25,3
3,2018-03-25,1
4,2018-03-25,0
5,2018-03-25,4
6,2018-03-25,2
7,2018-03-25,3
8,2018-03-25,2
9,2018-03-25,0
10,2018-03-25,2
11,2018-03-25,3
12,2018-03-25,4
13,2018-03-25,0
14,2018-03-25,3
15,2018-03-25,0
16,2018-03-25,3
17,2018-03-25,1
18,2018-03-25,2
19,2018-03-25,0
20,2018-03-25,2
21,2018-03-25,3
22,2018-03-25,0
23,2018-03-25,0
0,2018-03-26,3
1,2018-03-26,3
2,2018-03-26,3
3,2018-03-26,1
4,2018-03-26,1
5,2018-03-26,4
6,2018-03-26,1
7,2018-03-26,3
8,2018-03-26,2
9,2018-03-26,1
10,2018-03-26,1
11,2018-03-26,3
12,2018-03-26,3
13,2018-03-26,4
14,2018-03-26,3
15,2018-03-26,4
16,2018-03-26,3
17,2018-03-26,1
18,2018-03-26,2
19,2018-03-26,3
20,2018-03-26,0
21,2018-03-26,3
22,2018-03-26,4
23,2018-03-26,2
0,2018-03-27,3
1,2018-03-27,3
2,2018-03-27,2
3,2018-03-27,1
4,2018-03-27,1
5,2018-03-27,4
6,2018-03-27,1
7,2018-03-27,3
8,2018-03-27,2
9,2018-03-27,1
10,2018-03-27,4
11,2018-03-27,3
12,2018-03-27,3
13,2018-03-27,4
14,2018-03-27,3
15,2018-03-27,0
16,2018-03-27,3
17,2018-03-27,1
18,2018-03-27,2
19,2018-03-27,3
20,2018-03-27,3
21,2018-03-27,0
22,2018-03-27,3
23,2018-03-27,2
0,2018-03-28,3
1,2018-03-28,3
2,2018-03-28,3
3,2018-03-28,1
4,2018-03-28,4
5,2018-03-28,4
6,2018-03-28,1
7,2018-03-28,3
8,2018-03-28,3
9,2018-03-28,1
10,2018-03-28,4
11,2018-03-28,3
12,2018-03-28,3
13,2018-03-28,4
14,2018-03-28,3
15,2018-03-28,0
16,2018-03-28,3
17,2018-03-28,1
18,2018-03-28,2
19,2018-03-28,3
20,2018-03-28,0
21,2018-03-28,4
22,2018-03-28,4
23,2018-03-28,2
0,2018-03-29,3
1,2018-03-29,3
2,2018-03-29,3
3,2018-03-29,1
4,2018-03-29,1
5,2018-03-29,1
6,2018-03-29,1
7,2018-03-29,3
8,2018-03-29,2
9,2018-03-29,1
10,2018-03-29,1
11,2018-03-29,3
12,2018-03-29,4
13,2018-03-29,4
14,2018-03-29,3
15,2018-03-29,0
16,2018-03-29,3
17,2018-03-29,1
18,2018-03-29,2
19,2018-03-29,3
20,2018-03-29,0
21,2018-03-29,3
22,2018-03-29,1
23,2018-03-29,0
0,2018-03-30,3
1,2018-03-30,4
2,2018-03-30,0
3,2018-03-30,1
4,2018-03-30,1
5,2018-03-30,1
6,2018-03-30,1
7,2018-03-30,3
8,2018-03-30,0
9,2018-03-30,3
10,2018-03-30,0
11,2018-03-30,4
12,2018-03-30,4
13,2018-03-30,4
14,2018-03-30,4
15,2018-03-30,0
16,2018-03-30,0
17,2018-03-30,1
18,2018-03-30,2
19,2018-03-30,0
20,2018-03-30,0
21,2018-03-30,4
22,2018-03-30,3
23,2018-03-30,0
0,2018-03-31,2
1,2018-03-31,4
2,2018-03-31,2
3,2018-03-31,1
4,2018-03-31,0
5,2018-03-31,1
6,2018-03-31,2
7,2018-03-31,3
8,2018-03-31,2
9,2018-03-31,0
10,2018-03-31,2
11,2018-03-31,3
12,2018-03-31,4
13,2018-03-31,3
14,2018-03-31,0
15,2018-03-31,0
16,2018-03-31,0
17,2018-03-31,4
18,2018-03-31,2
19,2018-03-31,0
20,2018-03-31,0
21,2018-03-31,4
22,2018-03-31,0
23,2018-03-31,2
0,2018-04-01,3
1,2018-04-01,4
2,2018-04-01,2
3,2018-04-01,1
4,2018-04-01,2
5,2018-04-01,1
6,2018-04-01,2
7,2018-04-01,3
8,2018-04-01,2
9,2018-04-01,0
10,2018-04-01,2
11,2018-04-01,3
12,2018-04-01,0
13,2018-04-01,3
14,2018-04-01,0
15,2018-04-01,4
16,2018-04-01,0
17,2018-04-01,1
18,2018-04-01,2
19,2018-04-01,0
20,2018-04-01,0
21,2018-04-01,4
22,2018-04-01,4
23,2018-04-01,2
0,2018-04-02,2
1,2018-04-02,4
2,2018-04-02,3
3,2018-04-02,1
4,2018-04-02,1
5,2018-04-02,0
6,2018-04-02,1
7,2018-04-02,3
8,2018-04-02,2
9,2018-04-02,4
10,2018-04-02,4
11,2018-04-02,3
12,2018-04-02,3
13,2018-04-02,3
14,2018-04-02,3
15,2018-04-02,0
16,2018-04-02,2
17,2018-04-02,1
18,2018-04-02,2
19,2018-04-02,4
20,2018-04-02,2
21,2018-04-02,4
22,2018-04-02,3
23,2018-04-02,2
0,2018-04-03,3
1,2018-04-03,3
2,2018-04-03,3
3,2018-04-03,1
4,2018-04-03,4
5,2018-04-03,1
6,2018-04-03,1
7,2018-04-03,4
8,2018-04-03,2
9,2018-04-03,1
10,2018-04-03,4
11,2018-04-03,3
12,2018-04-03,3
13,2018-04-03,4
14,2018-04-03,3
15,2018-04-03,4
16,2018-04-03,3
17,2018-04-03,4
18,2018-04-03,2
19,2018-04-03,3
20,2018-04-03,0
21,2018-04-03,3
22,2018-04-03,3
23,2018-04-03,2
0,2018-04-04,3
1,2018-04-04,3
2,2018-04-04,2
3,2018-04-04,1
4,2018-04-04,1
5,2018-04-04,4
6,2018-04-04,1
7,2018-04-04,0
8,2018-04-04,0
9,2018-04-04,1
10,2018-04-04,4
11,2018-04-04,3
12,2018-04-04,3
13,2018-04-04,4
14,2018-04-04,3
15,2018-04-04,0
16,2018-04-04,3
17,2018-04-04,1
18,2018-04-04,2
19,2018-04-04,3
20,2018-04-04,0
21,2018-04-04,0
22,2018-04-04,4
23,2018-04-04,2
0,2018-04-05,3
1,2018-04-05,3
2,2018-04-05,2
3,2018-04-05,1
4,2018-04-05,1
5,2018-04-05,1
6,2018-04-05,1
7,2018-04-05,3
8,2018-04-05,2
9,2018-04-05,1
10,2018-04-05,4
11,2018-04-05,3
12,2018-04-05,4
13,2018-04-05,1
14,2018-04-05,2
15,2018-04-05,4
16,2018-04-05,3
17,2018-04-05,1
18,2018-04-05,2
19,2018-04-05,3
20,2018-04-05,0
21,2018-04-05,4
22,2018-04-05,1
23,2018-04-05,2
0,2018-04-06,3
1,2018-04-06,3
2,2018-04-06,2
3,2018-04-06,1
4,2018-04-06,4
5,2018-04-06,1
6,2018-04-06,1
7,2018-04-06,3
8,2018-04-06,2
9,2018-04-06,1
10,2018-04-06,1
11,2018-04-06,3
12,2018-04-06,4
13,2018-04-06,1
14,2018-04-06,2
15,2018-04-06,0
16,2018-04-06,3
17,2018-04-06,1
18,2018-04-06,2
19,2018-04-06,3
20,2018-04-06,0
21,2018-04-06,3
22,2018-04-06,3
23,2018-04-06,2
0,2018-04-07,3
1,2018-04-07,4
2,2018-04-07,2
3,2018-04-07,1
4,2018-04-07,0
5,2018-04-07,1
6,2018-04-07,2
7,2018-04-07,3
8,2018-04-07,2
9,2018-04-07,4
10,2018-04-07,2
11,2018-04-07,3
12,2018-04-07,4
13,2018-04-07,3
14,2018-04-07,0
15,2018-04-07,0
16,2018-04-07,3
17,2018-04-07,4
18,2018-04-07,2
19,2018-04-07,3
20,2018-04-07,2
21,2018-04-07,4
22,2018-04-07,4
23,2018-04-07,0
0,2018-04-08,0
1,2018-04-08,4
2,2018-04-08,2
3,2018-04-08,1
4,2018-04-08,2
5,2018-04-08,4
6,2018-04-08,2
7,2018-04-08,4
8,2018-04-08,2
9,2018-04-08,0
10,2018-04-08,0
11,2018-04-08,3
12,2018-04-08,0
13,2018-04-08,0
14,2018-04-08,3
15,2018-04-08,0
16,2018-04-08,3
17,2018-04-08,4
18,2018-04-08,2
19,2018-04-08,0
20,2018-04-08,2
21,2018-04-08,4
22,2018-04-08,3
23,2018-04-08,2
0,2018-04-09,3
1,2018-04-09,3
2,2018-04-09,2
3,2018-04-09,1
4,2018-04-09,1
5,2018-04-09,4
6,2018-04-09,1
7,2018-04-09,3
8,2018-04-09,2
9,2018-04-09,1
10,2018-04-09,4
11,2018-04-09,3
12,2018-04-09,3
13,2018-04-09,4
14,2018-04-09,3
15,2018-04-09,4
16,2018-04-09,3
17,2018-04-09,1
18,2018-04-09,2
19,2018-04-09,3
20,2018-04-09,0
21,2018-04-09,3
22,2018-04-09,3
23,2018-04-09,2
0,2018-04-10,3
1,2018-04-10,3
2,2018-04-10,3
3,2018-04-10,1
4,2018-04-10,1
5,2018-04-10,1
6,2018-04-10,1
7,2018-04-10,3
8,2018-04-10,0
9,2018-04-10,1
10,2018-04-10,1
11,2018-04-10,3
12,2018-04-10,4
13,2018-04-10,4
14,2018-04-10,3
15,2018-04-10,4
16,2018-04-10,3
17,2018-04-10,1
18,2018-04-10,2
19,2018-04-10,3
20,2018-04-10,0
21,2018-04-10,4
22,2018-04-10,1
23,2018-04-10,0
0,2018-04-11,2
1,2018-04-11,3
2,2018-04-11,2
3,2018-04-11,1
4,2018-04-11,4
5,2018-04-11,4
6,2018-04-11,1
7,2018-04-11,3
8,2018-04-11,2
9,2018-04-11,1
10,2018-04-11,4
11,2018-04-11,3
12,2018-04-11,3
13,2018-04-11,4
14,2018-04-11,3
15,2018-04-11,0
16,2018-04-11,3
17,2018-04-11,1
18,2018-04-11,2
19,2018-04-11,3
20,2018-04-11,0
21,2018-04-11,3
22,2018-04-11,3
23,2018-04-11,2
0,2018-04-12,3
1,2018-04-12,3
2,2018-04-12,2
3,2018-04-12,1
4,2018-04-12,4
5,2018-04-12,4
6,2018-04-12,1
7,2018-04-12,4
8,2018-04-12,2
9,2018-04-12,1
10,2018-04-12,4
11,2018-04-12,3
12,2018-04-12,4
13,2018-04-12,4
14,2018-04-12,3
15,2018-04-12,4
16,2018-04-12,3
17,2018-04-12,1
18,2018-04-12,2
19,2018-04-12,3
20,2018-04-12,0
21,2018-04-12,0
22,2018-04-12,4
23,2018-04-12,2
0,2018-04-13,3
1,2018-04-13,3
2,2018-04-13,2
3,2018-04-13,1
4,2018-04-13,4
5,2018-04-13,1
6,2018-04-13,1
7,2018-04-13,3
8,2018-04-13,2
9,2018-04-13,1
10,2018-04-13,4
11,2018-04-13,3
12,2018-04-13,4
13,2018-04-13,4
14,2018-04-13,2
15,2018-04-13,4
16,2018-04-13,3
17,2018-04-13,1
18,2018-04-13,2
19,2018-04-13,3
20,2018-04-13,0
21,2018-04-13,3
22,2018-04-13,4
23,2018-04-13,2
0,2018-04-14,4
1,2018-04-14,4
2,2018-04-14,2
3,2018-04-14,1
4,2018-04-14,0
5,2018-04-14,1
6,2018-04-14,2
7,2018-04-14,3
8,2018-04-14,2
9,2018-04-14,0
10,2018-04-14,0
11,2018-04-14,0
12,2018-04-14,4
13,2018-04-14,3
14,2018-04-14,3
15,2018-04-14,4
16,2018-04-14,3
17,2018-04-14,1
18,2018-04-14,2
19,2018-04-14,0
20,2018-04-14,3
21,2018-04-14,4
22,2018-04-14,3
23,2018-04-14,0
0,2018-04-15,4
1,2018-04-15,4
2,2018-04-15,2
3,2018-04-15,1
4,2018-04-15,2
5,2018-04-15,4
6,2018-04-15,2
7,2018-04-15,4
8,2018-04-15,2
9,2018-04-15,4
10,2018-04-15,4
11,2018-04-15,3
12,2018-04-15,4
13,2018-04-15,3
14,2018-04-15,0
15,2018-04-15,4
16,2018-04-15,3
17,2018-04-15,0
18,2018-04-15,2
19,2018-04-15,0
20,2018-04-15,2
21,2018-04-15,0
22,2018-04-15,3
23,2018-04-15,3
0,2018-04-16,3
1,2018-04-16,3
2,2018-04-16,3
3,2018-04-16,1
4,2018-04-16,1
5,2018-04-16,1
6,2018-04-16,1
7,2018-04-16,3
8,2018-04-16,2
9,2018-04-16,1
10,2018-04-16,4
11,2018-04-16,3
12,2018-04-16,3
13,2018-04-16,4
14,2018-04-16,3
15,2018-04-16,4
16,2018-04-16,3
17,2018-04-16,1
18,2018-04-16,2
19,2018-04-16,3
20,2018-04-16,3
21,2018-04-16,3
22,2018-04-16,4
23,2018-04-16,4
0,2018-04-17,3
1,2018-04-17,3
2,2018-04-17,2
3,2018-04-17,1
4,2018-04-17,4
5,2018-04-17,1
6,2018-04-17,1
7,2018-04-17,3
8,2018-04-17,2
9,2018-04-17,1
10,2018-04-17,4
11,2018-04-17,3
12,2018-04-17,3
13,2018-04-17,4
14,2018-04-17,3
15,2018-04-17,4
16,2018-04-17,3
17,2018-04-17,1
18,2018-04-17,2
19,2018-04-17,3
20,2018-04-17,3
21,2018-04-17,4
22,2018-04-17,1
23,2018-04-17,1
0,2018-04-18,3
1,2018-04-18,3
2,2018-04-18,2
3,2018-04-18,1
4,2018-04-18,1
5,2018-04-18,4
6,2018-04-18,1
7,2018-04-18,4
8,2018-04-18,2
9,2018-04-18,1
10,2018-04-18,4
11,2018-04-18,3
12,2018-04-18,4
13,2018-04-18,4
14,2018-04-18,3
15,2018-04-18,4
16,2018-04-18,3
17,2018-04-18,1
18,2018-04-18,2
19,2018-04-18,3
20,2018-04-18,3
21,2018-04-18,4
22,2018-04-18,3
23,2018-04-18,4
0,2018-04-19,3
1,2018-04-19,3
2,2018-04-19,2
3,2018-04-19,1
4,2018-04-19,1
5,2018-04-19,1
6,2018-04-19,1
7,2018-04-19,3
8,2018-04-19,2
9,2018-04-19,1
10,2018-04-19,4
11,2018-04-19,3
12,2018-04-19,3
13,2018-04-19,4
14,2018-04-19,3
15,2018-04-19,3
16,2018-04-19,3
17,2018-04-19,1
18,2018-04-19,2
19,2018-04-19,3
20,2018-04-19,0
21,2018-04-19,4
22,2018-04-19,4
23,2018-04-19,3
0,2018-04-20,3
1,2018-04-20,3
2,2018-04-20,2
3,2018-04-20,1
4,2018-04-20,1
5,2018-04-20,4
6,2018-04-20,1
7,2018-04-20,4
8,2018-04-20,2
9,2018-04-20,1
10,2018-04-20,1
11,2018-04-20,3
12,2018-04-20,3
13,2018-04-20,4
14,2018-04-20,3
15,2018-04-20,0
16,2018-04-20,3
17,2018-04-20,1
18,2018-04-20,2
19,2018-04-20,3
20,2018-04-20,0
21,2018-04-20,4
22,2018-04-20,3
23,2018-04-20,4
0,2018-04-21,0
1,2018-04-21,4
2,2018-04-21,2
3,2018-04-21,1
4,2018-04-21,0
5,2018-04-21,1
6,2018-04-21,2
7,2018-04-21,3
8,2018-04-21,3
9,2018-04-21,0
10,2018-04-21,0
11,2018-04-21,0
12,2018-04-21,4
13,2018-04-21,0
14,2018-04-21,0
15,2018-04-21,0
16,2018-04-21,3
17,2018-04-21,1
18,2018-04-21,2
19,2018-04-21,0
20,2018-04-21,0
21,2018-04-21,4
22,2018-04-21,4
23,2018-04-21,4
0,2018-04-22,4
1,2018-04-22,4
2,2018-04-22,2
3,2018-04-22,1
4,2018-04-22,0
5,2018-04-22,4
6,2018-04-22,2
7,2018-04-22,4
8,2018-04-22,2
9,2018-04-22,0
10,2018-04-22,0
11,2018-04-22,3
12,2018-04-22,4
13,2018-04-22,3
14,2018-04-22,0
15,2018-04-22,0
16,2018-04-22,3
17,2018-04-22,0
18,2018-04-22,2
19,2018-04-22,0
20,2018-04-22,2
21,2018-04-22,4
22,2018-04-22,3
23,2018-04-22,0
0,2018-04-23,3
1,2018-04-23,3
2,2018-04-23,2
3,2018-04-23,1
4,2018-04-23,1
5,2018-04-23,1
6,2018-04-23,1
7,2018-04-23,3
8,2018-04-23,3
9,2018-04-23,1
10,2018-04-23,4
11,2018-04-23,3
12,2018-04-23,4
13,2018-04-23,4
14,2018-04-23,3
15,2018-04-23,0
16,2018-04-23,3
17,2018-04-23,1
18,2018-04-23,2
19,2018-04-23,3
20,2018-04-23,0
21,2018-04-23,4
22,2018-04-23,4
23,2018-04-23,4
0,2018-04-24,4
1,2018-04-24,3
2,2018-04-24,2
3,2018-04-24,1
4,2018-04-24,1
5,2018-04-24,4
6,2018-04-24,1
7,2018-04-24,3
8,2018-04-24,2
9,2018-04-24,1
10,2018-04-24,4
11,2018-04-24,3
12,2018-04-24,3
13,2018-04-24,4
14,2018-04-24,3
15,2018-04-24,3
16,2018-04-24,3
17,2018-04-24,1
18,2018-04-24,2
19,2018-04-24,3
20,2018-04-24,0
21,2018-04-24,4
22,2018-04-24,3
23,2018-04-24,0
0,2018-04-25,3
1,2018-04-25,3
2,2018-04-25,2
3,2018-04-25,1
4,2018-04-25,4
5,2018-04-25,1
6,2018-04-25,1
7,2018-04-25,3
8,2018-04-25,2
9,2018-04-25,1
10,2018-04-25,4
11,2018-04-25,3
12,2018-04-25,4
13,2018-04-25,4
14,2018-04-25,3
15,2018-04-25,0
16,2018-04-25,3
17,2018-04-25,1
18,2018-04-25,2
19,2018-04-25,3
20,2018-04-25,0
21,2018-04-25,3
22,2018-04-25,4
23,2018-04-25,4
0,2018-04-26,4
1,2018-04-26,3
2,2018-04-26,2
3,2018-04-26,1
4,2018-04-26,1
5,2018-04-26,1
6,2018-04-26,1
7,2018-04-26,3
8,2018-04-26,2
9,2018-04-26,1
10,2018-04-26,4
11,2018-04-26,3
12,2018-04-26,3
13,2018-04-26,4
14,2018-04-26,3
15,2018-04-26,4
16,2018-04-26,3
17,2018-04-26,1
18,2018-04-26,2
19,2018-04-26,3
20,2018-04-26,0
21,2018-04-26,4
22,2018-04-26,1
23,2018-04-26,0
0,2018-04-27,3
1,2018-04-27,3
2,2018-04-27,2
3,2018-04-27,1
4,2018-04-27,1
5,2018-04-27,1
6,2018-04-27,1
7,2018-04-27,2
8,2018-04-27,2
9,2018-04-27,1
10,2018-04-27,4
11,2018-04-27,3
12,2018-04-27,4
13,2018-04-27,4
14,2018-04-27,3
15,2018-04-27,0
16,2018-04-27,3
17,2018-04-27,1
18,2018-04-27,2
19,2018-04-27,3
20,2018-04-27,3
21,2018-04-27,3
22,2018-04-27,3
23,2018-04-27,4
0,2018-04-28,4
1,2018-04-28,4
2,2018-04-28,2
3,2018-04-28,1
4,2018-04-28,0
5,2018-04-28,1
6,2018-04-28,2
7,2018-04-28,4
8,2018-04-28,2
9,2018-04-28,0
10,2018-04-28,2
11,2018-04-28,3
12,2018-04-28,4
13,2018-04-28,0
14,2018-04-28,3
15,2018-04-28,0
16,2018-04-28,0
17,2018-04-28,4
18,2018-04-28,2
19,2018-04-28,0
20,2018-04-28,0
